PROVINCIE,BRIN,INSTELLINGSCODE,VESTIGINGSCODE,NAAM,STRAATNAAM,HUISNUMMER,POSTCODE,PLAATSNAAM,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,ONDERWIJSSTRUCTUUR,VAKANTIEREGIO
Noord-Holland,42621,17HB,17HB00,Scholengemeenschap ZAAM West voor Vwo Havo Mavo Vbo,Jacob Geelstraat,38,1065 VT,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,42621,17HB,17HB06,Scholengemeenschap ZAAM West voor Vwo Havo Mavo Vbo,Pieter Calandlaan,3,1065 KH,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO/MAVO,Noord
Noord-Holland,42621,17HB,17HB07,Scholengemeenschap ZAAM West voor Vwo Havo Mavo Vbo,Zekeringstraat,38-���,1014 BT,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO,Noord
Noord-Holland,42621,17VF,17VF00,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,Rode Kruisstraat,83,1025 KM,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,HAVO/VWO,Noord
Noord-Holland,42621,17VF,17VF02,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,Rode Kruisstraat,14,1025 KN,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO/MAVO,Noord
Noord-Holland,42621,17VF,17VF03,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,Floraweg,170,1032 ZG,AMSTERDAM,AMSTERDAM,Bijzonder,206603270,www.zaam.nl,VBO/MAVO,Noord
Noord-Holland,42621,17VF,17VF04,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,Pierebaan,5,1141 GV,MONNICKENDAM,WATERLAND,Bijzonder,207059600,www.zaam.nl,VBO/MAVO,Noord
Noord-Holland,42621,17VF,17VF06,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,Duinluststraat,20,1024 VK,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO/MAVO,Noord
Noord-Holland,42621,17VF,17VF08,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,Schoenerstraat,7,1034 XZ,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,42621,21ET,21ET00,Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo,Gerrit van der Veenstr,99,1077 DT,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,HAVO/VWO,Noord
Noord-Holland,42621,21ET,21ET02,Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo,Moreelsestraat,19-���,1071 BJ,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO/MAVO/HAVO,Noord
Noord-Holland,42621,21ET,21ET04,Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo,2e C Huygensstr,31,1054 NN,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO/MAVO,Noord
Noord-Holland,42621,21ET,21ET07,Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo,Rustenburgerstraat,436-440,1072 HK,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO/MAVO,Noord
Noord-Holland,42621,21ET,21ET08,Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo,Oudaen,6,1081 BZ,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,VBO/MAVO/HAVO,Noord
Noord-Holland,42621,21ET,21ET11,Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo,Karel du Jardinstraat,54,1073 TC,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.zaam.nl,BRUGJAAR,Noord
Noord-Holland,42621,21ET,21ET12,Scholengemeenschap ZAAM Zuid voor Vwo Havo Mavo Vbo,Haarlemmerstraat,132-136,1013 EX,AMSTERDAM,AMSTERDAM,Bijzonder,207059600,www.vinseschool.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,42621,26JZ,26JZ00,De Faam voor Praktijkonderwijs,Blooksven,21,1504 AN,ZAANDAM,ZAANSTAD,Bijzonder,207059600,www.zaam.nl,PRO,Noord
Noord-Holland,42635,07FO,07FO00,Praktijkschool Westfriesland locatie Hoorn,Gording,124,1628 JG,HOORN NH,HOORN,Bijzonder,229219487,www.praktijkschoolwf.nl,PRO,Noord
Noord-Holland,42635,27PM,27PM00,Praktijkschool West-Friesland locatie Stede Broec,Annie M.G. Schmidtweg,1,1613 MA,GROOTEBROEK,STEDE BROEC,Bijzonder,228510350,www.praktijkschoolwf.nl,PRO,Noord
Noord-Holland,42716,31BL,31BL00,De Amsterdamse Mavo & Havo,Linnaeushof,48,1098 KM,AMSTERDAM,AMSTERDAM,Bijzonder,616293215,www.deamsterdamsemavo.nl,MAVO,Noord
Noord-Holland,42718,31KZ,31KZ00,Pvo Hoorn voor havo en vwo,Blauwe Berg,13,1625 NT,HOORN NH,HOORN,Bijzonder,229588846,www.persoonlijkvo.nl,MAVO/HAVO/VWO,Noord
Noord-Holland,42752,31GM,31GM00,"Cornelius Haga Lyceum, Islamitische Scholengemeenschap voor mavo havo en vwo",Naritaweg,30,1043 BZ,AMSTERDAM,AMSTERDAM,Bijzonder,203053828,corneliushagalyceum.nl,MAVO/HAVO/VWO,Noord
Noord-Holland,42771,16KP,16KP00,Openbare Scholengemeensschap Texel voor Ath Havo Mavo Vbo Lwoo,Haffelderweg,40,1791 AS,DEN BURG,TEXEL,Openbaar,222312121,www.dehogeberg.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,46632,02GN,02GN00,SGM Kennemer Lyc Bz Sch Alg Grondsl v Vwo Havo,Adriaan Stoopplein,7,2051 KA,OVERVEEN,BLOEMENDAAL,Bijzonder,235221060,www.kennemerlyceum.nl,HAVO/VWO,Noord
Noord-Holland,49778,18CV,18CV00,Martinus College Christelijke Scholengemeenschap voor LYC HAVO MAVO VBO LWOO,De Aanloop,6,1613 KW,GROOTEBROEK,STEDE BROEC,Bijzonder,228510300,www.martinuscollege.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,67107,02PA,02PA00,Stichting Media Amsterdam,Dintelstraat,15,1078 VN,AMSTERDAM,AMSTERDAM,Bijzonder,208509500,www.ma-web.nl,VBO,Noord
Noord-Holland,71436,02QX,02QX00,Petrus Canisius College Scholengemeenschap voor VWO HAVO VMBO,Blekerskade,11,1814 CG,ALKMAAR,ALKMAAR,Bijzonder,725353540,www.pcc.nu,HAVO/VWO,Noord
Noord-Holland,71436,02QX,02QX01,Petrus Canisius College Scholengemeenschap voor VWO HAVO VMBO,Fabritiusstraat,1,1816 EA,ALKMAAR,ALKMAAR,Bijzonder,725181818, ,VBO/MAVO,Noord
Noord-Holland,71436,02QX,02QX03,Petrus Canisius College Scholengemeenschap voor VWO HAVO VMBO,Vondelstraat,41,1813 BA,ALKMAAR,ALKMAAR,Bijzonder,725410333, ,VBO/MAVO,Noord
Noord-Holland,71436,02QX,02QX06,Petrus Canisius College Scholengemeenschap voor VWO HAVO VMBO,Geestweg,19,1861 TL,BERGEN NH,BERGEN NH,Bijzonder,725813437,www.pcc.nu,VBO/MAVO,Noord
Noord-Holland,71436,02QX,02QX07,Petrus Canisius College Scholengemeenschap voor VWO HAVO VMBO,De Dors,2,1852 RG,HEILOO,HEILOO,Bijzonder,725332780,www.pcc.nu,VBO/MAVO,Noord
Noord-Holland,71553,02QZ,02QZ00,Keizer Karel College Vwo Havo,Elegast,5,1185 AA,AMSTELVEEN,AMSTELVEEN,Bijzonder,206415700,www.keizerkarelcollege.nl/,HAVO/VWO,Noord
Noord-Holland,71553,14VG,14VG00,Alkwin Kollege Rooms Katholieke Scholengemeenschap voor Vwo en Havo,Weegbree,55,1422 MT,UITHOORN,UITHOORN,Bijzonder,297566903,www.alkwin.nl,HAVO/VWO,Noord
Noord-Holland,72853,20GS,20GS00,Don Bosco College Atheneum Havo Vmbo Lwoo,Heideweg,2,1132 DB,VOLENDAM,EDAM-VOLENDAM,Bijzonder,299399299,www.donboscocollege.com,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,73646,02SB,02SB00,"Sancta Maria Lyceum voor Havo, Atheneum en Gymnasium",Van Limburg Stirumstraat,4,2012 MN,HAARLEM,HAARLEM,Bijzonder,235316040,www.sanctamaria.nl,HAVO/VWO,Noord
Noord-Holland,73841,00XA,00XA00,"Trinitas College RK scholengemeenschap voor ATHENEUM, HAVO, MAVO, VBO, LWOO",Beukenlaan,1,1701 DA,HEERHUGOWAARD,DIJK EN WAARD,Bijzonder,725710144,www.trinitascollege.nl,HAVO/VWO,Noord
Noord-Holland,73841,00XA,00XA01,"Trinitas College RK scholengemeenschap voor ATHENEUM, HAVO, MAVO, VBO, LWOO",Hectorlaan,7,1702 CL,HEERHUGOWAARD,DIJK EN WAARD,Bijzonder,725710144,www.trinitascollege.nl,VBO/MAVO,Noord
Noord-Holland,73841,16CX,16CX00,"Regius College Schagen voor Gym, Ath, Havo, Vmbo tl, Vmbo basis/kader",Wilhelminalaan,4,1741 CN,SCHAGEN,SCHAGEN,Openbaar,224297841,www.regiuscollege.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,73841,16CX,16CX04,"Regius College Schagen voor Gym, Ath, Havo, Vmbotl. Vmbo basis/kader",Hofstraat,11,1741 CD,SCHAGEN,SCHAGEN,Openbaar,224297841,www.regiuscollege.nl,VBO/MAVO,Noord
Noord-Holland,73841,16CX,16CX08,"Regius College Schagen voor Gym, Havo, Vmbo tl, Vmbo basis/kader",Oranjelaan,2,1741 CP,SCHAGEN,SCHAGEN,Openbaar,224297841,www.regiuscollege.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,73841,16CX,16CX09,"Regius College Schagen voor Gym, Havo, Vmbo tl, VMBO basis/kader",Emmalaan,2,1741 CX,SCHAGEN,SCHAGEN,Openbaar,224297841,www.regiuscollege.nl,BRUGJAAR,Noord
Noord-Holland,73841,19SQ,19SQ00,Regius College Emmalaan Praktijkonderwijs,Emmalaan,2,1741 CX,SCHAGEN,SCHAGEN,Openbaar,224297841,www.regiuscollege.nl,PRO,Noord
Noord-Holland,74374,02ME,02ME00,Tabor College voor Vwo Havo Mavo Vmbo Lwoo,Berkhouterweg,5,1624 NS,HOORN NH,HOORN,Bijzonder,229283555,www.dampte.nl,VBO/MAVO,Noord
Noord-Holland,74374,02ME,02ME01,"Tabor College voor Vwo Havo Mavo Vmbo Lwoo, locatie Werenfridus",De Keyzerstraat,1,1624 BX,HOORN NH,HOORN,Bijzonder,229285828,www.werenfridus.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,74374,02ME,02ME02,Tabor College voor Vwo Havo Mavo Vmbo Lwoo locactie Oscar Romero,Bouwsteen,1,1625 PD,HOORN NH,HOORN,Bijzonder,229285685,www.oscarromero.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,74374,02ME,02ME06,Tabor College voor Vwo Havo Mavo Vmbo Lwoo loc. Oscar Junior,Johannes Poststraat,71,1624 CB,HOORN NH,HOORN,Bijzonder, , ,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,76415,02TD,02TD00,Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo,Mandenmakerstraat,11,1825 BB,ALKMAAR,ALKMAAR,Bijzonder,725187676,www.ja.nl,VBO/MAVO/HAVO/VWO,Noord
Noord-Holland,76415,02TD,02TD03,"CSG Jan Arentsz, SGM voor Lyceum Havo Mavo Vbo,  vestiging Van der Meij College",Gravin Jacobastraat,1,1823 DS,ALKMAAR,ALKMAAR,Bijzonder,725675570,www.vandermeijcollege.nl,VBO,Noord
Noord-Holland,76415,02TD,02TD04,Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo,Bosgroet,14,1722 KA,ZUID-SCHARWOUDE,DIJK EN WAARD,Bijzonder,226343645,www.ja.nl,VBO/MAVO,Noord
Noord-Holland,77690,01KD,01KD00,Kolom Praktijkcollege De Schakel,Sterrenpad,2,2023 BV,HAARLEM,HAARLEM,Bijzonder,235316470,www.deschakelhaarlem.nl,PRO,Noord
Noord-Holland,77690,09PY,09PY00,Kolom Praktijkcollege De Atlant,Teilingen,4,1082 JS,AMSTERDAM,AMSTERDAM,Bijzonder,206447290,www.de-atlant.nl,PRO,Noord
Noord-Holland,77690,10JY,10JY00,Kolom Praktijkcollege Het Plein,Jan de Louterpad,5,1063 ME,AMSTERDAM,AMSTERDAM,Bijzonder,204801048,www.het-plein.net,PRO,Noord
Noord-Holland,77690,26HP,26HP00,Kolom Praktijkcollege Noord,Oostzanerdijk,139,1035 EX,AMSTERDAM,AMSTERDAM,Bijzonder,206301199,www.kpcn.nl,PRO,Noord
Noord-Holland,77690,27VH,27VH00,Kolom Praktijkcollege De Dreef,Alexander Dumaslaan,7,1102 WD,AMSTERDAM,AMSTERDAM,Bijzonder,205195070,www.dedreef.net,PRO,Noord
Noord-Holland,78001,02TZ,02TZ00,Rooms Katholieke Scholengemeenschap St Michaelcollege voor Atheneum en Havo,Leeghwaterweg,7,1509 BS,ZAANDAM,ZAANSTAD,Bijzonder,756127474,www.stmichaelcollege.nl,HAVO/VWO,Noord
Noord-Holland,78157,02UC,02UC00,Atheneum College Hageveld,Hageveld,15,2102 LM,HEEMSTEDE,HEEMSTEDE,Bijzonder,235100100,www.hageveld.nl,VWO,Noord
Noord-Holland,78457,23GF,23GF00,Stichting Joodse Kindergemeenschap Cheider MAVO HAVO VWO,Zeelandstraat,11,1082 BV,AMSTERDAM,AMSTERDAM,Bijzonder,206465564, ,MAVO/HAVO/VWO,Noord
Noord-Holland,85425,07FH,07FH00,Mendel College Interconfessionele Scholengemeenschap Voor Mavo Havo Vwo,Pim Mulierlaan,4-6,2024 BT,HAARLEM,HAARLEM,Bijzonder,235258421,www.mendelcollege.nl/,MAVO/HAVO/VWO,Noord
Overijssel,12975,01XN,01XN00,"Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO",Marinus Postlaan,1,8264 PB,KAMPEN,KAMPEN,Openbaar,383371230,www.almerecollege.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,12975,01XN,01XN02,Almere College Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO,Flevoweg,68,8265 PL,KAMPEN,KAMPEN,Openbaar,888508383,www.almerecollege.nl,VBO,Noord
Overijssel,12975,01XN,01XN10,"Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO",Veenmos,34,8265 HZ,KAMPEN,KAMPEN,Openbaar,382031001, ,BRUGJAAR,Noord
Overijssel,13365,19FF,19FF00,De Waerdenborch Scholengemeenschap voor Atheneum Havo Mavo Vbo,Haarstraat,14,7451 CZ,HOLTEN,RIJSSEN-HOLTEN,Openbaar,548378383,www.waerdenborch.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,13365,19FF,19FF04,De Waerdenborch Scholengemeenschap voor Ath Havo Mavo Vbo (Disl),Gruttostraat,1,7471 EP,GOOR,HOF VAN TWENTE,Openbaar,547272626, ,VBO/MAVO,Noord
Overijssel,29850,03KZ,03KZ00,PrO Hardenberg school voorChristelijk Praktijkonderwijs,Verlengde Korte Steeg,18,7772 RZ,HARDENBERG,HARDENBERG,Bijzonder,523267700,www.prohardenberg.nl,PRO,Noord
Overijssel,31157,23VL,23VL00,Scholengemeenschap Pieter Zandt voor Vwo Havo Vmbo Pro,Kamperstraatweg,1-A,8265 PA,KAMPEN,KAMPEN,Bijzonder,388700800, ,VBO/MAVO/HAVO/VWO/PRO,Noord
Overijssel,31157,23VL,23VL01,Scholengemeenschap Pieter Zandt voorVwo Havo Mavo Vbo Lwoo,Achthoevenweg,3,7951 SK,STAPHORST,STAPHORST,Bijzonder,388700802, ,VBO/MAVO,Noord
Overijssel,31157,23VL,23VL03,Scholengemeenschap Pieter Zandt voor Vwo Havo Vmbo Pro,Grafhorsterweg,53,8271 CB,IJSSELMUIDEN,KAMPEN,Bijzonder,388700804, ,BRUGJAAR,Noord
Overijssel,35647,01VJ,01VJ00,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Lebuinuslaan,1,7415 DM,DEVENTER,DEVENTER,Bijzonder,570504700,www.ettyhillesumlyceum.nl,VBO/MAVO,Noord
Overijssel,35647,01VJ,01VJ01,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Herman Boerhaavelaan,1,7415 ES,DEVENTER,DEVENTER,Bijzonder,570504640, ,HAVO/VWO,Noord
Overijssel,35647,01VJ,01VJ03,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Storminkstraat,1,7418 GH,DEVENTER,DEVENTER,Bijzonder,570504660, ,VBO/MAVO,Noord
Overijssel,35647,01VJ,01VJ04,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Het Vlier,1,7414 AR,DEVENTER,DEVENTER,Bijzonder,570504620, ,HAVO/VWO,Noord
Overijssel,35647,01VJ,01VJ05,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Ludgerstraat,1,7415 DV,DEVENTER,DEVENTER,Bijzonder,570504730, ,VBO/MAVO,Noord
Overijssel,35647,01VJ,01VJ06,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Arkelstein,8,7414 EP,DEVENTER,DEVENTER,Bijzonder,570504600, ,PRO,Noord
Overijssel,35647,01VJ,01VJ12,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Koningin Wilhelminalaan,16,7415 KS,DEVENTER,DEVENTER,Bijzonder,570626115,www.ettyhillesumlyceum.nl,BRUGJAAR,Noord
Overijssel,35647,01VJ,01VJ13,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Laan van Borgele,60,7415 DJ,DEVENTER,DEVENTER,Bijzonder, , ,VBO/MAVO/HAVO/VWO,Noord
Overijssel,35647,01VJ,01VJ14,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Zwaluwenburg,10,7423 DS,DEVENTER,DEVENTER,Overige, , ,VBO/MAVO,Noord
Overijssel,35647,02EK,02EK00,Pius X College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Cesar Franckstraat,4,7604 JG,ALMELO,ALMELO,Bijzonder,546540808,www.piusx.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,35647,02EK,02EK01,Pius X College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Catharina van Renneslaan,35,7604 KV,ALMELO,ALMELO,Bijzonder,546860066,www.piusx.nl,VBO/MAVO,Noord
Overijssel,35647,02EK,02EK02,Pius X College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Graaf Ottostraat,48,7461 CW,RIJSSEN,RIJSSEN-HOLTEN,Bijzonder,548512245,www.piusx.nl,VBO/MAVO,Noord
Overijssel,35647,04OY,04OY00,Carmel College Salland Katholieke Scholengemeenschap,Florens Radewijnsstraat,6,8101 BW,RAALTE,RAALTE,Bijzonder,572348500,www.carmelcollegesalland.nl,VBO/MAVO,Noord
Overijssel,35647,04OY,04OY02,Carmel College Salland Katholieke Scholengemeenschap,Hofstedelaan,4,8101 AH,RAALTE,RAALTE,Bijzonder,572348500, ,VBO/MAVO/HAVO/VWO,Noord
Overijssel,35647,04OY,04OY06,Carmel College Salland Katholieke Scholengemeenschap,Florens Radewijnsstraat,6,8101 BW,RAALTE,RAALTE,Bijzonder,572348500, ,VBO/MAVO/PRO,Noord
Overijssel,35647,04OY,04OY07,Carmel College Salland Katholieke Scholengemeenschap,Schaarshoekweg,1,8131 RE,WIJHE,OLST-WIJHE,Overige, , ,VBO/MAVO,Noord
Overijssel,35647,04OY,04OY08,Carmel College Salland Katholieke Scholengemeenschap,Westdorplaan,132-A,8101 PP,RAALTE,RAALTE,Overige, , ,VBO/MAVO,Noord
Overijssel,35647,05AV,05AV00,"Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo, Pro",Potskampstraat,2,7573 CC,OLDENZAAL,OLDENZAAL,Bijzonder,541572372,www.twentscarmelcollege.nl,VBO/MAVO/PRO,Noord
Overijssel,35647,05AV,05AV01,"Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo, Pro",Thijlaan,30,7576 ZB,OLDENZAAL,OLDENZAAL,Bijzonder,541572780, ,HAVO/VWO,Noord
Overijssel,35647,05AV,05AV02,"Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo, Pro",Lyceumstraat,36,7572 CR,OLDENZAAL,OLDENZAAL,Bijzonder,541512066, ,HAVO/VWO,Noord
Overijssel,35647,05AV,05AV03,"Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo, Pro",Oranjestraat,2,7581 EX,LOSSER,LOSSER,Bijzonder,538522750, ,VBO/MAVO,Noord
Overijssel,35647,05AV,05AV04,"Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo, Pro",Oranjestraat,23,7591 GA,DENEKAMP,DINKELLAND,Bijzonder,541351528, ,BRUGJAAR,Noord
Overijssel,35647,05AV,05AV05,"Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo, Pro",Leliestraat,1,7572 VD,OLDENZAAL,OLDENZAAL,Bijzonder,541532976, ,PRO,Noord
Overijssel,35647,16VI,16VI00,R.K. Scholengemeenschap  Canisius voor vmbo havo vwo,Slot,31,7608 ND,ALMELO,ALMELO,Bijzonder,546488488,www.canisius.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,35647,16VI,16VI01,R.K. Scholengemeenschap Canisius voor vmbo havo vwo,Huyerenseweg,1,7651 LR,TUBBERGEN,TUBBERGEN,Bijzonder,546488488, ,VBO/MAVO,Noord
Overijssel,35647,17VN,17VN00,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat,75,7544 GG,ENSCHEDE,ENSCHEDE,Bijzonder,537512000,www.bc-enschede.nl,VBO/MAVO/PRO,Noord
Overijssel,35647,17VN,17VN01,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Geessinkweg,100,7544 ND,ENSCHEDE,ENSCHEDE,Bijzonder,537512700, ,VBO/MAVO/HAVO,Noord
Overijssel,35647,17VN,17VN05,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Van der Waalslaan,35,7535 CN,ENSCHEDE,ENSCHEDE,Bijzonder,538522600,www.bc-enschede.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,35647,17VN,17VN06,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Bruggertstraat,60,7545 AX,ENSCHEDE,ENSCHEDE,Bijzonder,537512200,www.bc-enschede.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,35647,17VN,17VN07,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat,85,7544 GG,ENSCHEDE,ENSCHEDE,Bijzonder,537512100,www.bc-enschede.nl,VBO/MAVO,Noord
Overijssel,35647,17VN,17VN08,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat,75,7544 GG,ENSCHEDE,ENSCHEDE,Bijzonder,537512400,www.bc-enschede.nl,VBO/MAVO,Noord
Overijssel,35647,17VN,17VN09,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Wethouder Beversstraat,195,7543 BK,ENSCHEDE,ENSCHEDE,Bijzonder,537504700,www.bc-enschede.nl,VBO/MAVO,Noord
Overijssel,35647,17VN,17VN11,Bonhoeffer College,Hofstedeweg,185,7535 CV,ENSCHEDE,ENSCHEDE,Overige, , ,VBO/MAVO/HAVO/VWO,Noord
Overijssel,35647,19HG,19HG00,Scholengroep Carmel Hengelo voor GYM ATH HAVO MAVO VBO,Woolderesweg,130,7555 LC,HENGELO OV,HENGELO,Bijzonder,742555333,www.carmelhengelo.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,35647,19HG,19HG02,Scholengroep Carmel Hengelo voor GYM ATH HAVO MAVO VBO - Het Twickel Coll. Borne,Welemanstraat,51,7622 HB,BORNE,BORNE,Bijzonder,742654081,www.carmelhengelo.nl,VBO/MAVO,Noord
Overijssel,35647,19HG,19HG04,Scholengroep Carmel Hengelo voor GYM ATH HAVO MAVO VBO- Het Twickel Coll. Delden,Schoppenstede,19,7491 HK,DELDEN,HOF VAN TWENTE,Bijzonder,743762118,www.carmelhengelo.nl,VBO/MAVO,Noord
Overijssel,35647,19HG,19HG06,Scholengroep Carmel Hengelo voor GYM ATH HAVO MAVO VBO loc. Avila College,Deurningerstraat,67,7557 HB,HENGELO OV,HENGELO,Bijzonder,742457788,www.carmelhengelo.nl,VBO/MAVO,Noord
Overijssel,35647,19HG,19HG10,Scholengroep Carmel Hengelo voor GYM ATH HAVO MAVO VBO Loc. C.T. Stork College,Fre Cohenstraat,10,7556 PS,HENGELO OV,HENGELO,Bijzonder,747504850,www.carmelhengelo.nl,VBO/MAVO,Noord
Overijssel,35647,19HG,19HG11,Scholengroep Carmel Hengelo voor GYM ATH HAVO MAVO VBO Locatie Lyceum de Grundel,Grundellaan,36,7552 ED,HENGELO OV,HENGELO,Bijzonder,742457777,www.carmelhengelo.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,40310,05FB,05FB00,Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo,Bouwmeester,10,7481 LP,HAAKSBERGEN,HAAKSBERGEN,Bijzonder,535730707,www.hetassink.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,40310,05FB,05FB07,Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo,Van Brakelstraat,1,7482 VV,HAAKSBERGEN,HAAKSBERGEN,Bijzonder,535730606,www.hetassink.nl,VBO/MAVO,Noord
Overijssel,40348,02DO,02DO00,Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo,Noordikslaan,68,7602 CG,ALMELO,ALMELO,Bijzonder,546484848,www.noordik.nl,VBO/MAVO/HAVO/VWO,Noord
Overijssel,40348,02DO,02DO01,Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo,Catharina van Renneslaan,37,7604 KV,ALMELO,ALMELO,Bijzonder,546819889,www.almacollege.nl,VBO/MAVO,Noord
Overijssel,40348,02DO,02DO02,Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo,Krijgerstraat,7,7671 XW,VRIEZENVEEN,TWENTERAND,Bijzonder,546561870, ,VBO/MAVO,Noord
Overijssel,40348,02DO,02DO03,Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo,Linderflier,24,7681 ZM,VROOMSHOOP,TWENTERAND,Bijzonder,546642479, ,VBO/MAVO,Noord
Overijssel,40596,02XJ,02XJ00,Reggesteyn Christelijke Scholengemeenschap voor Pro-Vmbo-Havo-Atheneum-Gymnasium,Willem de Clercqstraat,7,7443 XG,NIJVERDAL,HELLENDOORN,Bijzonder,548533600,www.reggesteyn.nl,VBO/MAVO/HAVO/VWO,Noord
