PROVINCIE,BRIN,INSTELLINGSCODE,VESTIGINGSCODE,NAAM,STRAATNAAM,HUISNUMMER,POSTCODE,PLAATSNAAM,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,ONDERWIJSSTRUCTUUR,VAKANTIEREGIO
Drenthe,10053,18BR,18BR00,School voor Praktijkonderwijs Assen,Zwartwatersweg,202,9406 NN,ASSEN,ASSEN,Openbaar,592340973,www.pro-assen.nl,PRO,Noord
Drenthe,10053,18BR,18BR01,School voor Praktijkonderwijs Assen,Bosrand,2,9401 SL,ASSEN,ASSEN,Openbaar, , ,PRO,Noord
Drenthe,13273,02EB,02EB00,Stichting Christelijk Voortgezet Onderw Vincent van Gogh VWO Havo Mavo Vbo Lwoo,Selma Lagerloflaan,3,9406 KB,ASSEN,ASSEN,Bijzonder,592390290,www.csvincentvangogh.nl,HAVO/VWO,Noord
Drenthe,13273,02EB,02EB04,Christelijk Scholengemeenschap Vincent van Gogh Lyceum Havo Mavo Vbo Lwoo,Salland,4,9405 GM,ASSEN,ASSEN,Bijzonder,592390290,www.csvincentvangogh.nl,VBO/MAVO,Noord
Drenthe,13273,02EB,02EB07,Christelijk Scholengemeenschap Vincent van Gogh Lyceum Havo Mavo Vbo Lwoo,De Omloop,5,9411 KA,BEILEN,MIDDEN-DRENTHE,Bijzonder,593522819,www.csvincentvangogh.nl,VBO/MAVO,Noord
Drenthe,13273,20LO,20LO00,Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo,Salland,4,9405 GM,ASSEN,ASSEN,Openbaar,592390290,www.nassauvincent.nl,HAVO/VWO,Noord
Drenthe,13273,20LO,20LO01,Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo,Schoolstraat,1,9331 AV,NORG,NOORDENVELD,Openbaar,592675750, ,VBO/MAVO/HAVO/VWO,Noord
Drenthe,13273,20LO,20LO02,Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo,De Omloop,5,9411 KA,BEILEN,MIDDEN-DRENTHE,Openbaar,593522819, ,VBO/MAVO,Noord
Drenthe,13273,20LO,20LO03,Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo,Stokleggingslaan,17,9461 CC,GIETEN,AA EN HUNZE,Openbaar,592261983, ,VBO/MAVO,Noord
Drenthe,13273,20LO,20LO04,Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo,A.H.G. Fokkerstraat,1,9403 AM,ASSEN,ASSEN,Openbaar,592333160, ,VBO/MAVO,Noord
Drenthe,13273,20LO,20LO08,Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo,Merwedestraat,16,9406 RM,ASSEN,ASSEN,Openbaar,592333176, ,VBO/MAVO,Noord
Drenthe,13273,20LO,20LO10,Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo,Echtenstraat,3,9402 JA,ASSEN,ASSEN,Openbaar,592333176, ,BRUGJAAR,Noord
Drenthe,13737,06DT,06DT00,School voor Praktijkonderwijs De Meander,Wolfsbosstraat,7-A,7905 BZ,HOOGEVEEN,HOOGEVEEN,Openbaar,528266192,www.wolfsbos.nl,PRO,Noord
Drenthe,13737,19IW,19IW00,Regionale Scholengemeenschap Wolfsbos,Valkenlaan,1,7905 AA,HOOGEVEEN,HOOGEVEEN,Openbaar,528266192,www.wolfsbos.nl,VBO/MAVO/HAVO/VWO,Noord
Drenthe,13737,19IW,19IW02,Regionale Scholengemeenschap Wolfsbos,Valkenlaan,3,7905 AA,HOOGEVEEN,HOOGEVEEN,Openbaar,528266192,528266192,BRUGJAAR,Noord
Drenthe,13737,19IW,19IW04,Regionale Scholengemeenschap Wolfsbos,Wolfsbosstraat,3,7905 BZ,HOOGEVEEN,HOOGEVEEN,Openbaar,528266192,www.wolfsbos.nl,VBO,Noord
Drenthe,13737,19IW,19IW05,Regionale Scholengemeenschap Wolfsbos,Wolfsbosstraat,7,7905 BZ,HOOGEVEEN,HOOGEVEEN,Openbaar,528266192,www.wolfsbos.nl,VBO/MAVO,Noord
Drenthe,35647,00PF,00PF00,Carmelcollege Emmen,Wendeling,59,7824 TB,EMMEN,EMMEN,Bijzonder,591622870,www.carmelcollege.nl,VBO/MAVO/HAVO/VWO,Noord
Drenthe,40872,25PW,25PW51,Drenthe College Terra,Vredeveldseweg,55,9404 CC,ASSEN,ASSEN,Overige,592312289, ,VBO,Noord
Drenthe,Z,25PW,25PW52,Drenthe College Terra,Burg. J.G. Legroweg,29,9761 TA,EELDE,TYNAARLO,Overige,503091625, ,VBO,Noord
Drenthe,40872,25PW,25PW53,Drenthe College Terra,Huizingsbrinkweg,9,7812 BK,EMMEN,EMMEN,Overige,591617344, ,VBO,Noord
Drenthe,40872,25PW,25PW54,Drenthe College Terra,Werkhorst,58,7944 AV,MEPPEL,MEPPEL,Overige,522253364, ,VBO,Noord
Drenthe,40872,25PW,25PW60,Drenthe College Terra,Werkhorst,36,7944 AV,MEPPEL,MEPPEL,Overige, , ,VBO,Noord
Drenthe,41143,00DI,00DI01,rsg de Borgen voor Lyceum Havo mavo Vbo Lwoo,Burchtlaan,1,9301 TJ,RODEN,NOORDENVELD,Bijzonder,505019318, ,VBO/MAVO/HAVO,Noord
Drenthe,41143,00DI,00DI04,rsg de Borgen voor Lyceum Havo mavo Vbo Lwoo,Burchtlaan,2,9301 TJ,RODEN,NOORDENVELD,Bijzonder,505015809,www.rsgdeborgen.nl,PRO,Noord
Drenthe,41271,02VA,02VA00,Roelof van Echten College,Sportveldenweg,20,7902 NX,HOOGEVEEN,HOOGEVEEN,Bijzonder,528358658,www.rvec.nl,VBO/MAVO/HAVO/VWO,Noord
Drenthe,41271,02VA,02VA01,St. Roelof van Echten College voor Christelijk Voortgezet Onderwijs Hoogeveen,Voltastraat,27,7903 AA,HOOGEVEEN,HOOGEVEEN,Bijzonder,528358658,www.rvec.nl,VBO/MAVO/PRO,Noord
Drenthe,41509,16VP,16VP00,Hondsrug College Christelijke SGM voor LYC HAVO MAVO VBO LWOO,Emmalaan,25,7822 JB,EMMEN,EMMEN,Bijzonder,591657979,www.hondsrugcollege.nl/,VBO/MAVO/HAVO/VWO,Noord
Drenthe,41529,26HX,26HX00,Praktijkschool Emmen,Ullevi,22,7825 SE,EMMEN,EMMEN,Bijzonder,591613310,www.pro-emmen.nl,PRO,Noord
Drenthe,41636,03XM,03XM00,Christelijke Scholengemeenschap Dingstede voor Mavo Havo en Atheneum,Gerard Doustraat,13,7944 HD,MEPPEL,MEPPEL,Bijzonder,522700500,www.dingstede.nl,VBO/MAVO/HAVO/VWO,Noord
Drenthe,41636,19TQ,19TQ00,Stad & Esch Praktijkschool,Ezingerweg,54,7943 AZ,MEPPEL,MEPPEL,Openbaar,522253188,www.stadenesch.nl,PRO,Noord
Drenthe,41636,25CL,25CL00,Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo,Ezingerweg,52,7943 AZ,MEPPEL,MEPPEL,Openbaar,522263275,www.stadenesch.nl,VBO/MAVO/HAVO/VWO,Noord
Drenthe,41636,25CL,25CL01,Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo,Ezingerweg,51,7943 AZ,MEPPEL,MEPPEL,Openbaar,522263277,www.stadenesch.nl,VBO/MAVO,Noord
Drenthe,41636,25CL,25CL03,Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo,Westeres,7,7981 BC,DIEVER,WESTERVELD,Openbaar,521592266, ,VBO/MAVO/HAVO,Noord
Drenthe,41636,25CL,25CL04,Regionale Scholengemeenschap Stad en Esch voor Lyceum Havo Mavo Vbo Lwoo,Ezingerweg,55,7943 AZ,MEPPEL,MEPPEL,Openbaar,522242430, ,VBO/MAVO,Noord
Drenthe,41636,25CL,25CL05,Stad & Esch Taalschool Meppel,Werkhorst,36,7944 AV,MEPPEL,MEPPEL,Openbaar, , ,VBO/MAVO/HAVO/VWO,Noord
Drenthe,41789,02UV,02UV05,Gomarus College voor Vwo Havo Mavo Vbo Lwoo,Mr Groen v Prinstererln,20,9402 KD,ASSEN,ASSEN,Bijzonder,592342228,www.gomaruscollege.nl,VBO/MAVO,Noord
Drenthe,41889,12IR,12IR00,Scholengemeenschap de Nieuwe Veste voor Lyceum Havo Mavo Vbo Lwoo,Van Heeckerenlaan,2,7742 AB,COEVORDEN,COEVORDEN,Openbaar,524593800,www.denieuweveste.nl,VBO/MAVO/HAVO/VWO/PRO,Noord
Drenthe,41889,20LA,20LA00,Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College,Oosterstraat,78,7822 HG,EMMEN,EMMEN,Openbaar,880009610,www.esdalcollege.nl,VBO/MAVO/HAVO/VWO,Noord
Drenthe,41889,20LA,20LA02,Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College,Van Echtenstraat,22,7891 LM,KLAZIENAVEEN,EMMEN,Openbaar,880009660, ,VBO/MAVO,Noord
Drenthe,41889,20LA,20LA03,Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College,Angelsloerdijk,13-C,7822 HK,EMMEN,EMMEN,Openbaar,880009600, ,VBO/MAVO,Noord
Drenthe,41889,20LA,20LA05,Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College,Oosterstraat,82,7822 HG,EMMEN,EMMEN,Openbaar,880009630,https://www.esdalcollege.nl/vakcollege-emmen/,VBO,Noord
Drenthe,41889,20LA,20LA06,Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College,Beatrixlaan,14-A,7861 AJ,OOSTERHESSELEN,COEVORDEN,Openbaar,880009600, ,VBO/MAVO,Noord
Drenthe,41889,20LA,20LA07,Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College,IJzertijdstraat,2,9531 RA,BORGER,BORGER-ODOORN,Openbaar,880009600, ,VBO/MAVO,Noord
Drenthe,43837,17VS,17VS04,Greijdanus School voor LWOO VMBO HAVO VWO,Schoolstraat,5,7941 CA,MEPPEL,MEPPEL,Bijzonder,384698550, ,VBO/MAVO/HAVO,Noord
Flevoland,12975,01XN,01XN01,Almere College Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO,Educalaan,8,8251 GC,DRONTEN,DRONTEN,Openbaar,321385050, ,VBO/MAVO/HAVO/VWO,Noord
Flevoland,12975,01XN,01XN07,"Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO",Vossemeerdijk,40,8251 PN,DRONTEN,DRONTEN,Openbaar,321209001, ,BRUGJAAR,Noord
Flevoland,12975,01XN,01XN08,"Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO",Educalaan,8-A,8251 GC,DRONTEN,DRONTEN,Openbaar,321387000, ,PRO,Noord
Flevoland,12975,01XN,01XN09,"Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO",De Arend,4,8251 GR,DRONTEN,DRONTEN,Openbaar,321209010, ,VBO,Noord
Flevoland,12975,01XN,01XN11,"Almere College, Ontmoetingsschool voor PRO LWOO VMBO HAVO VWO",Spijkweg,34,8256 RJ,BIDDINGHUIZEN,DRONTEN,Overige, , ,BRUGJAAR,Noord
Flevoland,13739,17CK,17CK01,Regionale Scholengemeenschap 't Slingerbos voor Ath Havo Mavo,Horsterweg,192,3891 EV,ZEEWOLDE,ZEEWOLDE,Openbaar,365218170, ,VBO/MAVO,Midden
Flevoland,30882,18PR,18PR00,De Steiger school voor Praktijkonderwijs,Griend 50,1,8225 TZ,LELYSTAD,LELYSTAD,Bijzonder,320252254,www.eduvier.nl,PRO,Noord
Flevoland,31157,23VL,23VL02,Scholengemeenschap Pieter Zandt voor Lyceum Havo Mavo Vbo Lwoo,Vlechttuinen,6,8322 BA,URK,URK,Bijzonder,388700803, ,VBO/MAVO,Noord
Flevoland,40320,18XX,18XX00,Berechja College voor MAVO HAVO VBO,Waaiershoek,46,8321 BH,URK,URK,Bijzonder,527681237,www.berechja.nl,VBO/MAVO,Noord
Flevoland,40687,05NV,05NV00,Aeres Praktijkonderwijs Emmeloord,Scandinavielaan,33-A,8303 GN,EMMELOORD,NOORDOOSTPOLDER,Bijzonder,880205120,www.aeres.nl,PRO,Noord
Flevoland,40687,25GV,25GV01,Aeres VMBO Emmeloord,De Balkan,16,8303 GZ,EMMELOORD,NOORDOOSTPOLDER,Bijzonder,880205100,www.aeresvmbo-emmeloord.nl,VBO,Noord
Flevoland,40687,25GV,25GV07,Aeres VMBO Lelystad,Tjalk 25,58,8232 MB,LELYSTAD,LELYSTAD,Bijzonder,880205300,www.aeresvmbo-lelystad.nl,VBO,Noord
Flevoland,40687,27VD,27VD00,Aeres VMBO Almere,Heliumweg,1,1362 JA,ALMERE,ALMERE,Bijzonder,880205400,www.aeresvmbo-almere.nl,VBO,Noord
Flevoland,40810,02EX,02EX04,Christelijke Scholengemeenschap voor VMBO Harderwijk,Horsterweg,192,3891 EV,ZEEWOLDE,ZEEWOLDE,Bijzonder,888508008,www.landstede.nl/voortgezetonderwijs,VBO,Midden
Flevoland,41195,02KR,02KR00,St Bonifatius Mavo,Prof. Lorentzstraat,3,8302 AS,EMMELOORD,NOORDOOSTPOLDER,Bijzonder,527613469,www.bonifatius.nl,VBO/MAVO,Noord
Flevoland,41195,20CR,20CR00,Openbare School voor voortgezet onderwijs Zuyderzee Lyceum,Prof. ter Veenstraat,5,8302 GA,EMMELOORD,NOORDOOSTPOLDER,Openbaar,527635950,www.zuyderzeelyceum.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41195,20CR,20CR01,Openbare School voor voortgezet onderwijs Zuyderzee Lyceum,Prof. ter Veenstraat,6,8302 GC,EMMELOORD,NOORDOOSTPOLDER,Openbaar,527634588,www.vakcollegenoordoostpolder.nl,VBO,Noord
Flevoland,41195,20CR,20CR05,Openbare School voor voortgezet onderwijs Zuyderzee Lyceum,Nagelerweg,4,8304 AB,EMMELOORD,NOORDOOSTPOLDER,Openbaar,527635950,www.zuyderzeelyceum.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41195,20CR,20CR06,Openbare School voor voortgezet onderwijs Zuyderzee Lyceum,Nagelerweg,4,8304 AB,EMMELOORD,NOORDOOSTPOLDER,Openbaar,527635930,www.caleido-isk.nl,BRUGJAAR,Noord
Flevoland,41429,02VB,02VB02,Ichthus College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Jupiterweg,25,8251 AW,DRONTEN,DRONTEN,Bijzonder,888508008,www.ichthusdronten.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41429,02VB,02VB08,Ichthus College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Jupiterweg,20,8251 AX,DRONTEN,DRONTEN,Bijzonder,888508008, ,VBO/MAVO,Noord
Flevoland,41429,02VB,02VB16,"Ichthus College Scholengemeenschap voor Lyceum, Havo, Vmbo, Lwoo",De Arend,4,8251 GR,DRONTEN,DRONTEN,Bijzonder,321312932, ,VBO,Noord
Flevoland,41659,00ZO,00ZO00,PORTEUM 2 voor Atheneum havo mavo vbo en lwoo,De Campus,15,8233 GA,LELYSTAD,LELYSTAD,Bijzonder,320752500,www.svol.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41659,18DQ,18DQ00,PORTEUM 1 voor Atheneum havo mavo vbo en lwoo,De Campus,11,8233 GA,LELYSTAD,LELYSTAD,Bijzonder,320752500,www.svol.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41659,18GC,18GC00,PORTEUM 3 voor Atheneum havo mavo vbo en lwoo,De Campus,7,8233 GA,LELYSTAD,LELYSTAD,Bijzonder,320752500,www.svol.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41676,16AW,16AW00,Openbare Scholengemeenschap Echnaton,Zwolleweg,1,1324 EL,ALMERE,ALMERE,Openbaar,365331220,www.echnaton.nl,VBO/MAVO/HAVO,Noord
Flevoland,41676,16AW,16AW01,Openbare Scholengemeenschap Echnaton locatie Helen Parkhurst,Bongerdstraat,1,1326 AA,ALMERE,ALMERE,Openbaar,365357000,www.helenparkhurst.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41676,16AW,16AW06,"Openbare Scholengemeenschap Echnaton, locatie Taalcentrum",Walt Disneyplantsoen,88,1325 SX,ALMERE,ALMERE,Openbaar,367670520,www.taalcentrumalmere.nl,BRUGJAAR,Noord
Flevoland,41676,17DN,17DN00,Openbare Scholengemeenschap De Meergronden voor Vwo Havo Mavo Vmbo,Marktgracht,65,1353 AL,ALMERE,ALMERE,Openbaar,365472727,www.meergronden.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41676,17DN,17DN01,Openbare Scholengemeenschap De Meergronden voor Vwo Havo Mavo Vbo loc. Arte Coll,Oostenrijkstraat,2,1363 CB,ALMERE,ALMERE,Openbaar,367670700,www.artecollege.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41676,17JI,17JI00,Praktijkonderwijs Almere-Bachweg,J.S. Bachweg,7,1323 BA,ALMERE,ALMERE,Openbaar,365338141,www.proalmere.nl,PRO,Noord
Flevoland,41676,17JI,17JI02,Praktijkonderwijs Almere-Bachweg,Klipgriend,3,1356 GA,ALMERE,ALMERE,Openbaar, , ,PRO,Noord
Flevoland,41676,24RW,24RW00,Oostvaarders College voor Lyceum Havo Mavo Vbo Lwoo,A. Boekenweg,3,1333 VD,ALMERE,ALMERE,Bijzonder,365492492,www.ovc.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41676,24RW,24RW03,Oostvaarders College voor Lyceum Havo Mavo Vbo Lwoolocatie Buitenhout,Ambonstraat,2,1335 JV,ALMERE,ALMERE,Bijzonder,365491600,www.buitenhoutcollege.nl,VBO/MAVO,Noord
Flevoland,41676,24RW,24RW04,Montessori Campus 0-18 (voortgezet onderwijs),Rosalind Franklinweg,4,1341 HZ,ALMERE,ALMERE,Bijzonder,365492260,www.montessoricampus.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,41676,28BU,28BU00,Praktijkonderwijs Almere - Tom Poes,Tom Poesstraat,2,1336 AE,ALMERE,ALMERE,Bijzonder,365494150,www.proalmere.nl,PRO,Noord
Flevoland,41676,30UD,30UD00,Praktijkonderwijs-Almere Koningsbeltweg,Koningsbeltstraat,4,1329 AL,ALMERE,ALMERE,Openbaar,365336194,www.proalmere.nl,PRO,Noord
Flevoland,42544,02JG,02JG00,Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo,Peppellaan,1,8302 AL,EMMELOORD,NOORDOOSTPOLDER,Bijzonder,527634567,www.emelwerda.nl/,VBO/MAVO/HAVO/VWO,Noord
Flevoland,42544,02JG,02JG04,Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo,Espelerlaan,70,8302 DC,EMMELOORD,NOORDOOSTPOLDER,Bijzonder,527634567, ,VBO/MAVO,Noord
Flevoland,42544,02JG,02JG05,Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo,Wilgenlaan,1,8302 AM,EMMELOORD,NOORDOOSTPOLDER,Bijzonder,527634567,www.emelwerda.nl,VBO/MAVO,Noord
Flevoland,42544,02JG,02JG06,Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo,Waaiershoek,47,8321 BH,URK,URK,Bijzonder,527634567,www.emelwerda.nl,BRUGJAAR,Noord
Flevoland,42620,01FP,01FP00,"Het Baken Almere, interconfessioneel voortgezet onderwijs VWO Havo Vmbo",Rooseveltweg,7,1314 SJ,ALMERE,ALMERE,Bijzonder,365307207,www.hetbaken.nl,VBO/MAVO/HAVO,Noord
Flevoland,42620,01FP,01FP01,"Het Baken Almere, interconfesioneel VO VWO, Havo Vmbo loc. Het Baken Park Lyceum",Bunuellaan,4,1325 PL,ALMERE,ALMERE,Bijzonder,365238108,www.hetbaken.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,42620,01FP,01FP04,"Het Baken Almere, interconfessioneel VO VWO Havo Vmbo loc. Trinitas Gymnasium",Sas van Gentlaan,6,1324 CT,ALMERE,ALMERE,Bijzonder,368452400,www.hetbaken.nl,VWO,Noord
Flevoland,42620,01FP,01FP05,"Het Baken Almere, interconfessioneel VO VWO Havo Vmbo loc. Poort Lyceum",Pim Mulierstraat,102,1362 LC,ALMERE,ALMERE,Bijzonder,365238151,www.hetbaken.nl,VBO/MAVO/HAVO/VWO,Noord
Flevoland,42620,01FP,01FP06,"Het Baken Almere, interconfessioneel VO VWO Havo Vmbo loc. IS Almere",Breskensweg,5,1324 KE,ALMERE,ALMERE,Bijzonder,365238151,www.hetbaken.nl,HAVO/VWO,Noord
Friesland,10028,19HY,19HY00,Burg Walda Scholengemeenschap voor VMBO,Ballumerweg,24,9163 GB,NES GEM AMELAND,AMELAND,Openbaar,519542066,www.bws-ameland.nl,VBO/MAVO,Noord
Friesland,10867,19ET,19ET00,Gemeentelijke Scholengemeenschap t Schylger Jouw voor vmbo,Zuid Midslandweg,8,8891 GH,MIDSLAND,TERSCHELLING,Openbaar,562448531,www.schylgerjouw.nl,VBO/MAVO,Noord
Friesland,13586,01WM,01WM00,Burg Harmsma SGM voor VO Mavo Lhno en Lto,H. Ringenoldusstrjitte,3,8401 PV,GORREDIJK,OPSTERLAND,Openbaar,513463455,www.bhs.frl,VBO/MAVO,Noord
Friesland,13586,04YE,04YE00,Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo,Van Haersmasingel,37,9201 KN,DRACHTEN,SMALLINGERLAND,Openbaar,512582345,www.singelland.nl,VBO/MAVO,Noord
Friesland,13586,04YE,04YE01,Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo,Schoolstraat,101,9251 EB,BURGUM,TYTSJERKSTERADIEL,Openbaar,511460210, ,VBO/MAVO/HAVO,Noord
Friesland,13586,04YE,04YE02,Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo,Langelaan,18,9231 EN,SURHUISTERVEEN,ACHTKARSPELEN,Openbaar,512369090, ,VBO/MAVO,Noord
Friesland,13586,04YE,04YE03,Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo,Torenstraat,28,9201 JW,DRACHTEN,SMALLINGERLAND,Openbaar,512512326, ,HAVO/VWO,Noord
Friesland,13586,04YE,04YE08,Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo,Zetveld,38,9202 LM,DRACHTEN,SMALLINGERLAND,Openbaar,512546165, ,BRUGJAAR,Noord
Friesland,13586,04YE,04YE09,Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo,De Ring,4,9202 NW,DRACHTEN,SMALLINGERLAND,Openbaar,512517624, ,PRO,Noord
Friesland,13586,04YE,04YE11,Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo,Minnertshof,17,9251 BH,BURGUM,TYTSJERKSTERADIEL,Openbaar, , ,HAVO,Noord
Friesland,13603,14DC,14DC00,RSG Simon Vestdijk voor Ath Havo Mavo Vbo,Koningin Julianastraat,3,8862 TA,HARLINGEN,HARLINGEN,Openbaar,517432900,www.vestdijk.nl,VBO/MAVO/HAVO/VWO,Noord
Friesland,13603,14DC,14DC02,RSG Simon Vestdijk voor Ath Havo Mavo Vbo,IJsbaanweg,6,8801 ER,FRANEKER,WAADHOEKE,Openbaar,517432900, ,VBO/MAVO,Noord
Friesland,13603,14DC,14DC04,RSG Simon Vestdijk voor Ath Havo Mavo Vbo,Koningin Julianastraat,8,8862 TA,HARLINGEN,HARLINGEN,Openbaar,517432900, ,VBO,Noord
Friesland,13603,14DC,14DC06,"VMBO ""De Jutter"" Vlieland",Lutinelaan,3,8899 BD,VLIELAND,VLIELAND,Openbaar,562452772,www.dejutter.nl,VBO/MAVO,Noord
Friesland,13603,20DL,20DL00,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Dr. Jacob Botkeweg,3,8935 AB,LEEUWARDEN,LEEUWARDEN,Openbaar,588801400,www.leeuwarderlyceum.piterjelles.nl,HAVO/VWO,Noord
Friesland,13603,20DL,20DL01,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Gerrit Bleekerstraat,3,9291 BS,KOLLUM,NOARDEAST-FRYSLAN,Openbaar,511451216,www.impulsekollum.piterjelles.nl,VBO/MAVO/HAVO/VWO,Noord
Friesland,13603,20DL,20DL02,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Noorderweg,1,8911 ES,LEEUWARDEN,LEEUWARDEN,Openbaar,588801200,www.stedelijkgymnasium.piterjelles.nl,VWO,Noord
Friesland,13603,20DL,20DL03,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Prinsessenweg,4,8931 EG,LEEUWARDEN,LEEUWARDEN,Openbaar,588801500,www.ynsicht.piterjelles.nl,VBO/MAVO,Noord
Friesland,13603,20DL,20DL04,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Egelantierstraat,86,8924 EP,LEEUWARDEN,LEEUWARDEN,Openbaar,588801600,www.dedyk.piterjelles.nl,VBO/MAVO/HAVO,Noord
Friesland,13603,20DL,20DL06,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Douwe Kalmaleane,2,8915 HA,LEEUWARDEN,LEEUWARDEN,Openbaar,588801300,www.montessorihighschool.piterjelles.nl,VBO/MAVO/HAVO/VWO,Noord
Friesland,13603,20DL,20DL10,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Douwe Kalmaleane,4,8915 HA,LEEUWARDEN,LEEUWARDEN,Openbaar,588801680,www.impulse.piterjelles.nl,VBO/MAVO/HAVO/VWO,Noord
Friesland,13603,20DL,20DL12,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Parklaan,1,9103 ST,DOKKUM,NOARDEAST-FRYSLAN,Openbaar,588801660,www.daltondokkum.piterjelles.nl,VBO/MAVO/HAVO,Noord
Friesland,13603,20DL,20DL13,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Egelantierstraat,88,8924 EP,LEEUWARDEN,LEEUWARDEN,Openbaar,588801250,www.debrege.piterjelles.nl,PRO,Noord
Friesland,13603,20DL,20DL16,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Hempenserweg,33,8935 BC,LEEUWARDEN,LEEUWARDEN,Openbaar,588801640,www.isk.piterjelles.nl,BRUGJAAR,Noord
Friesland,13603,20DL,20DL21,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Melkemastate,29,8925 AX,LEEUWARDEN,LEEUWARDEN,Openbaar,588801640,www.isk.piterjelles.nl,BRUGJAAR,Noord
Friesland,13603,20DL,20DL22,Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Johannes Bogermanstraat,25,9291 HA,KOLLUM,NOARDEAST-FRYSLAN,Overige, , ,VBO/MAVO/HAVO/VWO,Noord
Friesland,31231,00ZV,00ZV00,Lauwers College Christelijk Scholengemeenschap voor Atheneum Havo Mavo Vbo,De Hoefslag,40,9285 RV,BUITENPOST,ACHTKARSPELEN,Bijzonder,511542415,www.lauwerscollege.nl,VBO/MAVO/HAVO/VWO,Noord
