PROVINCIE,BRIN,INSTELLINGSCODE,VESTIGINGSCODE,NAAM,STRAATNAAM,HUISNUMMER,POSTCODE,PLAATSNAAM,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,VAKANTIEREGIO
Overijssel,41862,11AV,11AV00,Basisschool de Dorpsschool,Schoolstraat,11,7437 AE,BATHMEN,DEVENTER,Openbaar,570541769,www.dedorpsschool.nl,Noord
Overijssel,41862,14HS,14HS00,Openbare Basisschool Het Roessink,Fonteinkruid,130,7422 MZ,DEVENTER,DEVENTER,Openbaar,570652731,www.hetroessink.nl,Noord
Overijssel,41862,14YP,14YP00,Openbare Basisschool De Hagenpoort,Bagijnenstraat,13,7411 PT,DEVENTER,DEVENTER,Openbaar,570616784,www.dehagenpoort.nl,Noord
Overijssel,41862,15FC,15FC00,Basisschool Wij de Wereld,Eekhoorn,10,7423 EN,DEVENTER,DEVENTER,Openbaar,570651811, ,Noord
Overijssel,41862,15IK,15IK00,Openbare Basisschool Kolmenscate,Venninkweg,1,7421 GP,DEVENTER,DEVENTER,Openbaar,570651467,www.kolmenscate.nl,Noord
Overijssel,41862,15LC,15LC00,OBS De Zandstroom,Oudaenstraat,3,7412 ND,DEVENTER,DEVENTER,Openbaar,570614871,https://dezandstroom.nl/,Noord
Overijssel,41862,15SM,15SM00,De Kleine Planeet,Rielerweg,174,7416 ZM,DEVENTER,DEVENTER,Openbaar,570623073,www.dekleineplaneet.nl,Noord
Overijssel,41862,15ZB,15ZB00,Openbare Basisschool De Hovenschool,Langestraat,1,7419 AP,DEVENTER,DEVENTER,Openbaar,570615069,www.hovenschool.nl,Noord
Overijssel,41862,16DV,16DV00,Openbare Basisschool Borgloschool,Groenewold,182,7414 CK,DEVENTER,DEVENTER,Openbaar,570670335, ,Noord
Overijssel,41862,21NE,21NE00,Montessorischool Oudaen,Johannes van Vlotenlaan,70,7412 SM,DEVENTER,DEVENTER,Algemeen bijzonder,570611323,www.montessorischooloudaen.nl,Noord
Overijssel,41862,27LZ,27LZ00,Openbare Basisschool De Wizard,Andriessenplein,13,7425 GX,DEVENTER,DEVENTER,Openbaar,570511713,www.dewizard.nl,Noord
Overijssel,41862,30AK,30AK00,Openbare Basisschool De Flint,Wezenland,582,7415 JM,DEVENTER,DEVENTER,Openbaar,570638570,www.basisschool-deflint.nl,Noord
Overijssel,41862,30UZ,30UZ00,Montessori Kindcentrum de Ontdekking,Andriessenplein,4,7425 GX,DEVENTER,DEVENTER,Algemeen bijzonder,570658154,www.ontdekking-deventer.nl,Noord
Overijssel,41871,04IB,04IB00,Openbare Basisschool Wonderwijs,Laanzicht,95,8271 JZ,IJSSELMUIDEN,KAMPEN,Openbaar,383317813,www.obswonderwijs.nl,Noord
Overijssel,41871,12HZ,12HZ00,Openbare Daltonschool Engelenberg,Engelenbergstraat,1,8266 AC,KAMPEN,KAMPEN,Openbaar,383316108,www.engelenbergschool.nl,Noord
Overijssel,41871,12QQ,12QQ00,o.b.s. De Schatkaart,Zilverschoon,81,8265 HE,KAMPEN,KAMPEN,Openbaar,383316208,obsdeschatkaart.nl,Noord
Overijssel,41871,12XW,12XW00,Het Meerrijk,Gevers van Endegeeststr,2,8265 ZD,KAMPEN,KAMPEN,Openbaar,383332085,www.hetmeerrijk.nl,Noord
Overijssel,41871,13DR,13DR00,Openbare Jenaplanschool Het Scala,Troelstrasingel,3,8262 SX,KAMPEN,KAMPEN,Openbaar,383316308,www.hetscalakampen.nl,Noord
Overijssel,42122,19RJ,19RJ00,Banisschool,Erve den Boom,5,7463 CJ,RIJSSEN,RIJSSEN-HOLTEN,Reformatorisch,548514168, ,Noord
Overijssel,42122,19TB,19TB00,Brekeldschool,Prins Bernhardstraat,37,7462 GS,RIJSSEN,RIJSSEN-HOLTEN,Reformatorisch,548513343,www.brekeldschool-debrug.nl,Noord
Overijssel,42122,19UE,19UE00,In Den Climtuin,Casparus B J Landweerln,3,7461 XN,RIJSSEN,RIJSSEN-HOLTEN,Reformatorisch,548513821, ,Noord
Overijssel,42122,19VI,19VI00,Haarschool,Haarzijde,3,7462 BZ,RIJSSEN,RIJSSEN-HOLTEN,Reformatorisch,548512821, ,Noord
Overijssel,42122,19VR,19VR00,De Ronde Maat,Braakmansdijk,11,7462 LX,RIJSSEN,RIJSSEN-HOLTEN,Reformatorisch,548518507,www.rondemaat.nl,Noord
Overijssel,42594,14KG,14KG00,Kindcentrum Rivierenwijk,Zaanstraat,1,7417 WN,DEVENTER,DEVENTER,"Samenwerking Opb., PC",570623575,www.kindcentrumrivierenwijk.nl,Noord
Overijssel,42623,08HA,08HA00,obs De Tweemaster,Kon.Julianalaan,36,7711 KK,NIEUWLEUSEN,DALFSEN,Openbaar,529483637,www.2master.nl,Noord
Overijssel,42623,09EG,09EG00,obs Nieuwebrug,Barkeweg,3,7731 PS,OMMEN,OMMEN,Openbaar,529456708,www.obsnieuwebrug.nl,Noord
Overijssel,42623,10AD,10AD00,KC Heidepark,Ds A J W Vogelaarstraat,22,8151 AN,LEMELERVELD,DALFSEN,Openbaar,572371850,https://kcheidepark.nl/,Noord
Overijssel,42623,12CX,12CX00,obs De Dennenkamp,Patrijsstraat,4-A,7731 ZL,OMMEN,OMMEN,Openbaar,529452433,www.dennenkamp.nl,Noord
Overijssel,42623,12LZ,12LZ00,obs Het Palet Ommen,Haarsweg,91,7731 HJ,OMMEN,OMMEN,Openbaar,529451938,www.hetpaletommen.nl,Noord
Overijssel,42623,14XR,14XR00,obs De Toonladder,Bachlaan,158,8031 HL,ZWOLLE,ZWOLLE,Openbaar,384225815,www.obsdetoonladder.nl,Noord
Overijssel,42623,15HQ,15HQ00,obs De Campherbeek,Grotiuslaan,33,8024 XM,ZWOLLE,ZWOLLE,Openbaar,384531229,www.campherbeek.nl,Noord
Overijssel,42623,15UF,15UF00,obs De Springplank,Beukenstraat,83,8021 XA,ZWOLLE,ZWOLLE,Openbaar,384536043,www.hetwonderwoud.nl,Noord
Overijssel,42623,15YR,15YR00,obs De Marshof,Tichelmeesterlaan,45,8014 LA,ZWOLLE,ZWOLLE,Openbaar,384601471,www.marshof.nl,Noord
Overijssel,42623,15YR,15YR01,Florens Radewynsschool,Geert Grooteweg,23-25,8015 PM,ZWOLLE,ZWOLLE,Openbaar,529497305,www.florensradewijns.nl,Noord
Overijssel,42623,16AP,16AP00,obs De Oosterenk,Herfterweg,1,8023 DJ,ZWOLLE,ZWOLLE,Openbaar,384535682,www.oosterenk.nl,Noord
Overijssel,42623,16CF,16CF00,Openbare Parkschool,Westerlaan,22,8011 CC,ZWOLLE,ZWOLLE,Openbaar,384211883,www.parkschoolzwolle.nl,Noord
Overijssel,42623,16KE,16KE00,obs De Werkschuit,Rijnlaan,200,8032 TK,ZWOLLE,ZWOLLE,Openbaar,384533873,www.de-werkschuit.nl,Noord
Overijssel,42623,16LE,16LE00,obs De Wieden,Beulakerwiede,4,8033 CS,ZWOLLE,ZWOLLE,Openbaar,384542762,www.obsdewieden.nl,Noord
Overijssel,42623,16MI,16MI00,obs De Markesteen,Gedeputeerdenlaan,45,8016 AX,ZWOLLE,ZWOLLE,Openbaar,384604411,www.markesteen.nl,Noord
